"","GSM3936879_202163530086_R01C01","GSM3936880_202163530086_R02C01","GSM3936881_202163530086_R03C01","GSM3936882_202163530086_R04C01","GSM3936883_202163530086_R05C01","GSM3936884_202163530086_R06C01","GSM3936885_202163530086_R07C01","GSM3936886_202163530086_R08C01","GSM3936887_202163530106_R01C01","GSM3936888_202163530106_R02C01","GSM3936889_202163530106_R03C01","GSM3936890_202163530106_R04C01","GSM3936891_202163530106_R05C01","GSM3936892_202163530106_R06C01","GSM3936893_202163530106_R07C01","GSM3936894_202163530106_R08C01","GSM3936895_202163530149_R01C01","GSM3936896_202163530149_R02C01","GSM3936897_202163530149_R03C01","GSM3936898_202163530149_R04C01","GSM3936899_202163530149_R05C01","GSM3936900_202163530149_R06C01","GSM3936901_202163530149_R07C01","GSM3936902_202163530149_R08C01","GSM3936903_202163530167_R01C01","GSM3936904_202163530167_R02C01","GSM3936905_202163530167_R03C01","GSM3936906_202163530167_R04C01","GSM3936907_202163530167_R05C01","GSM3936908_202163530167_R06C01","GSM3936909_202163530167_R07C01","GSM3936910_202163530167_R08C01","GSM3936911_202163550114_R01C01","GSM3936912_202163550114_R02C01","GSM3936913_202163550114_R03C01","GSM3936914_202163550114_R04C01","GSM3936915_202163550114_R05C01","GSM3936916_202163550114_R06C01","GSM3936917_202163550114_R07C01","GSM3936918_202163550114_R08C01","GSM3936919_202163550130_R01C01","GSM3936920_202163550130_R02C01","GSM3936921_202163550130_R03C01","GSM3936922_202163550130_R04C01","GSM3936923_202163550130_R05C01","GSM3936924_202163550130_R06C01","GSM3936925_202163550130_R07C01","GSM3936926_202163550130_R08C01","GSM3936927_202163550152_R01C01","GSM3936928_202163550152_R02C01","GSM3936929_202163550152_R03C01","GSM3936930_202163550152_R04C01","GSM3936931_202163550152_R05C01","GSM3936932_202163550152_R06C01","GSM3936933_202163550152_R07C01","GSM3936934_202163550152_R08C01","GSM3936935_202163550167_R01C01","GSM3936936_202163550167_R02C01","GSM3936937_202163550167_R03C01","GSM3936938_202163550167_R04C01","GSM3936939_202163550167_R05C01","GSM3936940_202163550167_R06C01","GSM3936941_202163550167_R07C01","GSM3936942_202163550167_R08C01","GSM3936943_202184900081_R01C01","GSM3936944_202184900081_R02C01","GSM3936945_202184900081_R03C01","GSM3936946_202184900081_R04C01","GSM3936947_202184900081_R05C01","GSM3936948_202184900081_R06C01","GSM3936949_202184900081_R07C01","GSM3936950_202184900081_R08C01","GSM3936951_202184900085_R01C01","GSM3936952_202184900085_R02C01","GSM3936953_202184900085_R03C01","GSM3936954_202184900085_R04C01","GSM3936955_202184900085_R05C01","GSM3936956_202184900085_R06C01","GSM3936957_202184900085_R07C01","GSM3936958_202184900085_R08C01","GSM3936959_202184900109_R01C01","GSM3936960_202184900109_R02C01","GSM3936961_202184900109_R03C01","GSM3936962_202184900109_R04C01","GSM3936963_202184900109_R05C01","GSM3936964_202184900109_R06C01","GSM3936965_202184900109_R07C01","GSM3936966_202184900109_R08C01","GSM3936967_202184900129_R01C01","GSM3936968_202184900129_R02C01","GSM3936969_202184900129_R03C01","GSM3936970_202184900129_R04C01","GSM3936971_202184900129_R05C01","GSM3936972_202184900129_R06C01","GSM3936973_202184900129_R07C01","GSM3936974_202184900129_R08C01"
"cg02140020",0.877917607830483,0.869270782216115,0.857130396860009,0.817835780315389,0.843760922754282,0.830526146936157,0.829910141206675,0.868720264494799,0.853335945919467,0.866427516353661,0.854787234042553,0.845758754863813,0.804344602609727,0.851049005186963,0.848255907410384,0.858515057113188,0.864873553364766,0.907798898561023,0.86368677905945,0.855327645670721,0.737888647866956,0.827009695396595,0.771107187234321,0.838773709748566,0.847738519967775,0.801302048013021,0.845062564756516,0.870558166378102,0.888556167044351,0.882430975872647,0.794060332060176,0.883049790683174,0.804620544031797,0.894706054401872,0.855054509415263,0.851252696200431,0.866750424950115,0.852141647172703,0.860461085110071,0.866527269559157,0.66344505066251,0.855610561056106,0.865736797274276,0.756647398843931,0.879671328118828,0.753373259253914,0.890445859872611,0.836850783182193,0.821131186174391,0.816596665393916,0.895981711070078,0.881540761586492,0.869118355548418,0.878143851508121,0.853825894094816,0.852626379054833,0.865418158450381,0.843197540353574,0.805058134600696,0.828403774482595,0.848897231346786,0.372020002325852,0.865070729053319,0.872311420781581,0.855618705753315,0.883622279601623,0.790706941898462,0.757020850965607,0.811340996168582,0.840422895845379,0.872486155639755,0.882477294080802,0.85021383122979,0.862827506035947,0.863273184307388,0.861798487253712,0.857142857142857,0.878126817917394,0.854193353929621,0.874613220815752,0.874133949191686,0.839088330235743,0.846610251921019,0.854545454545454,0.84877270309294,0.814567378197817,0.872779369627507,0.865781613010289,0.797693634795242,0.829018945788783,0.875661375661376,0.84973354349621,0.88353702372394,0.899736948603804,0.866124893071001,0.876536312849162
"cg12587615",0.256687768021237,0.361176308159602,0.261055385957261,0.218163054695562,0.394815059445178,0.204478587773782,0.496169009893625,0.326660960031606,0.451245770532144,0.481175390266299,0.346743295019157,0.390057361376673,0.318000724375226,0.26961811422778,0.664748583569405,0.371986123156982,0.25887038377987,0.598256203890007,0.352462271644162,0.281843824228029,0.2578125,0.301137710357905,0.568286838952593,0.198527545062199,0.453849950641658,0.516816674561819,0.494979461433136,0.435196585405893,0.369956080153719,0.121026240202522,0.339105339105339,0.134575747165922,0.420365535248042,0.377650897226754,0.337935297753967,0.164419087136929,0.126278638511695,0.156372549019608,0.342377951073603,0.192363338994779,0.552925413130862,0.527376033057851,0.407432508754095,0.517946280009508,0.0871610065966284,0.303970464408317,0.347157016171101,0.415094339622642,0.445113314447592,0.491982792334767,0.500767406167155,0.184261588214157,0.330432259936176,0.434778354046384,0.390721209534841,0.260587811743143,0.464204802899864,0.375,0.565256706520647,0.191090823233118,0.37746374116772,0.50406852248394,0.326115314375163,0.299720841560564,0.366676894752992,0.497852541159628,0.515539305301645,0.395834668375521,0.403196465696466,0.288904445222261,0.219012685312548,0.52953650408967,0.247951328532406,0.473803071364047,0.337585868498528,0.423677719923267,0.439809968596505,0.282657657657658,0.602426080363912,0.153485516548529,0.476948868398994,0.389657980456026,0.372172521637937,0.262039017434701,0.307197496522949,0.376366872933797,0.265967153284672,0.404462682739164,0.2930978083088,0.289581395348837,0.508866995073892,0.286047485198254,0.223680338963102,0.2748778998779,0.105643141299543,0.401861564600724
"cg09161832",0.24009900990099,0.309602649006623,0.356699751861042,0.261130136986301,0.229415904292752,0.318210459987398,0.403532608695652,0.602258469259724,0.252461322081575,0.235700817096166,0.269585253456221,0.244486692015209,0.241441441441441,0.311397058823529,0.43880890052356,0.223919915700738,0.156743620899149,0.303140096618358,0.273356401384083,0.237974683544304,0.342931090262051,0.254098360655738,0.385337505587841,0.142586989409985,0.259334691106585,0.228996282527881,0.144541484716157,0.356385068762279,0.229747675962815,0.198660714285714,0.21572130415364,0.299698795180723,0.214437367303609,0.272619047619048,0.115972812234494,0.16506646971935,0.345825296224855,0.250671785028791,0.253341433778858,0.133361379890618,0.298850574712644,0.522859517871987,0.113636363636364,0.234498308906426,0.293444030918981,0.503058103975535,0.248870141608918,0.429126213592233,0.253846153846154,0.376839411388356,0.448183041722746,0.175748273215656,0.187680115273775,0.37493246893571,0.21627847453289,0.394262295081967,0.413486005089059,0.374545454545455,0.117980422462648,0.125056230319388,0.357881136950904,0.248175182481752,0.22537207654146,0.33525243578388,0.198473282442748,0.14367816091954,0.582139848357203,0.446172539489672,0.195188858408947,0.257233273056058,0.541253101736973,0.604237867395762,0.192743764172336,0.321972002434571,0.177113283496262,0.29831595829992,0.238651685393258,0.18673426277989,0.246304298385263,0.216992421220582,0.383191981495759,0.221902017291066,0.202415812591508,0.11865234375,0.401400233372229,0.160043549265106,0.120071285364224,0.218083802989463,0.250130821559393,0.166666666666667,0.207974137931034,0.23021582733813,0.213909860443834,0.154874651810585,0.128349788434415,0.245640259093174
"cg15056205",0.659616919393456,0.828382838283828,0.81353591160221,0.665009940357853,0.881716273676073,0.740955631399317,0.822660098522167,0.679753086419753,0.741629816803538,0.700743494423792,0.680080482897384,0.843189173286261,0.805644873168989,0.778527262507026,0.897616649882511,0.777416734362307,0.724319306930693,0.568627450980392,0.689972899728997,0.739795918367347,0.725396240324364,0.863903495205691,0.814341300722624,0.741997792494481,0.725239616613419,0.698449612403101,0.820371101460719,0.733633529615518,0.712014787430684,0.787812840043526,0.707985143918292,0.824440052700922,0.83493077742279,0.518331226295828,0.832977967306326,0.716776909200241,0.735690235690236,0.518448182311449,0.724865350089767,0.846852911477617,0.611111111111111,0.749256689791873,0.79736328125,0.849170437405732,0.622177185871453,0.86481223922114,0.825405122843701,0.759328897888342,0.689692585895118,0.812705366922234,0.798133595284872,0.489782169324051,0.823406478578892,0.812109459168283,0.817379497623897,0.735987188286433,0.827421283379833,0.309255079006772,0.831665941713789,0.496967654986523,0.907688712315962,0.443406022845275,0.736567893194399,0.781529017857143,0.768832662449684,0.728298185384993,0.838800904977376,0.831855791962175,0.820656136087485,0.790835956628192,0.707991360691145,0.874464772284936,0.825080981027302,0.826855123674912,0.863866763215062,0.827910728690508,0.77499049790954,0.694540229885057,0.840107737512243,0.430035474970438,0.744245524296675,0.747799295774648,0.796546546546547,0.8837525492862,0.721096543504172,0.631107126848947,0.824650571791614,0.822041355037396,0.771135479306686,0.664277180406213,0.774746687451286,0.843705799151344,0.918896777717094,0.464576074332172,0.497656982193065,0.850319127033148
"cg13688620",0.857232704402516,0.873968363136176,0.788347964884278,0.894184521206821,0.817279767666989,0.724332570556827,0.867992766726944,0.852241847826087,0.888911874224245,0.849672131147541,0.789911456935873,0.821631000578369,0.846736596736597,0.865090735434575,0.894772043250474,0.892843761708505,0.87594045141668,0.904761904761905,0.840987731991192,0.789526542324247,0.841157627305865,0.834157303370787,0.925612337465981,0.867720465890183,0.861420440485028,0.817724701445632,0.832142356732521,0.805860297180947,0.830014224751067,0.900152887216277,0.89725934926421,0.88050968664673,0.740013097576948,0.863672182821119,0.841132637853949,0.886549872845437,0.248121930078012,0.760272417707151,0.891641889659729,0.873651996502477,0.868280526877892,0.786864406779661,0.912648497554158,0.919082648204241,0.291666666666667,0.887090796788141,0.869927381460914,0.904426441235177,0.883614088820827,0.885145482388974,0.814984459348928,0.847619047619048,0.842497207397294,0.892312845419528,0.898853478429848,0.927030456852792,0.891431069658992,0.585014409221902,0.897337741430311,0.644958511440785,0.898466639038541,0.781108829568788,0.896054376657825,0.870915032679739,0.864280652019844,0.904584480803499,0.917569546120059,0.879770571365542,0.854433848514743,0.8487423521414,0.904387933183745,0.878994360902256,0.858477508650519,0.87455919395466,0.879357979213261,0.838126540673788,0.843301246646678,0.88034188034188,0.858997964919081,0.774899570577642,0.796096096096096,0.876508620689655,0.856675671832788,0.516413346523968,0.894970414201183,0.826210826210826,0.874020494273659,0.906315906315906,0.866689810796737,0.829438943894389,0.7930411206507,0.831685418797591,0.868693083928132,0.816315649160224,0.883513685550605,0.876502575844305
"cg12038788",0.219955564532418,0.374102964118565,0.308258811152025,0.349517167381974,0.541744966442953,0.440613026819923,0.473402963322808,0.450085013359242,0.355335533553355,0.342567927543953,0.298661174047374,0.291285879778607,0.299102691924227,0.30096779311439,0.449229553536152,0.278795405153679,0.302752293577982,0.236947791164659,0.390462833099579,0.251874330596216,0.196863445110289,0.284094171691071,0.473528069374715,0.213440860215054,0.321327014218009,0.366056572379368,0.605400936897217,0.353724901482455,0.351368031269286,0.220101781170483,0.453251587475367,0.490735694822888,0.351766513056836,0.317180616740088,0.486738560186535,0.190223623853211,0.169208157266213,0.234623541887593,0.382458233890215,0.536748329621381,0.318391286133222,0.247882136279926,0.514234234234234,0.208590953465669,0.23882923449948,0.467338491992082,0.356696738376128,0.353453640323584,0.305468025949954,0.344246031746032,0.372122122122122,0.376156489558551,0.370847793753099,0.443629929221436,0.134724451578384,0.136444660508832,0.52478979414323,0.352475247524752,0.521706726290293,0.190763658315726,0.325922095829024,0.41046658259773,0.445504664970314,0.332826747720365,0.1747591522158,0.197830248883216,0.203577817531306,0.427400283777392,0.41238164603059,0.585278276481149,0.280515665796345,0.327774214239897,0.333991119881598,0.319124423963134,0.528772753963594,0.265827540860417,0.237300177619893,0.143497065183812,0.572610837438424,0.29243865798698,0.298625792811839,0.324522760646109,0.420625110365531,0.227094474153298,0.293202694427434,0.129316960859555,0.501357277093339,0.516980360065466,0.198709432529892,0.3028545941124,0.315789473684211,0.465483927630423,0.280712530712531,0.180466652901094,0.318478260869565,0.431745103770827
"cg10957918",0.20507399577167,0.089454782892589,0.132735002361833,0.117866932469474,0.247163695299838,0.246923076923077,0.231141868512111,0.269644334160463,0.126028583802512,0.137853949329359,0.21724818959842,0.0956869009584665,0.138879681803116,0.322142286171063,0.198945981554677,0.223587223587224,0.148041104688504,0.231506849315068,0.20763358778626,0.223033252230333,0.160202732481269,0.292560801144492,0.286692015209125,0.195764462809917,0.197189695550351,0.155778894472362,0.219765929778934,0.247994652406417,0.118203949147958,0.108881754949171,0.171147540983607,0.11222005842259,0.176344086021505,0.232643118148599,0.140501319261214,0.236886632825719,0.111144945188794,0.101142379492895,0.303697875688434,0.076049943246311,0.171275646743979,0.233881163084703,0.21558872305141,0.288822947576657,0.142111152555017,0.140164899882214,0.369678864824496,0.299454297407913,0.197306397306397,0.282327586206897,0.210178453403833,0.128592162554427,0.113989637305699,0.192993630573248,0.203266787658802,0.090835524984827,0.271059216013344,0.173821989528796,0.181660899653979,0.110461538461538,0.090613130765057,0.202380952380952,0.129198966408269,0.126543209876543,0.193786982248521,0.243452958292919,0.141955835962145,0.249161073825503,0.0601260956481624,0.244658855961406,0.131744781410004,0.117625503847563,0.267679719462303,0.173197492163009,0.133239337328164,0.194573643410853,0.0956521739130435,0.243406179351922,0.652392510402219,0.153172504957039,0.130876068376068,0.192277383766745,0.137481910274964,0.247027741083223,0.107542478242851,0.242888402625821,0.189700130378096,0.135892748324193,0.108359133126935,0.194960212201592,0.338138925294889,0.207773851590106,0.0528332877087326,0.175752644426363,0.258344459279039,0.208381839348079
"cg12670626",0.048421853213335,0.0421751892476441,0.0474117535724425,0.0448788546255507,0.0393290104313504,0.05718504597624,0.0413316499435178,0.0462946348465817,0.0758050089445438,0.0438213158533625,0.093536640873919,0.0453796512426198,0.0591846013943619,0.032387647501883,0.0450582409151147,0.0401383526383526,0.0393882556629635,0.0554313813142602,0.0373175282625398,0.0365595535886088,0.0333860987192402,0.0567215827879335,0.0482960485051223,0.0494867256637168,0.073977164605138,0.0802230802230802,0.0475327291037261,0.045828437132785,0.0369439071566731,0.0341544374563243,0.0566302820706798,0.0447835051546392,0.122708757637475,0.167056074766355,0.0907479045776918,0.0481604633701598,0.0482453055770448,0.0499540300337113,0.0325895173845355,0.0381562270695751,0.0955088118249005,0.0643115942028985,0.0332573559883962,0.0393200549450549,0.0360653200216701,0.0470578607087323,0.0488735919899875,0.0433164128595601,0.0292759706190976,0.0443646472836789,0.0384439881359799,0.0477779959421428,0.0384069720308066,0.0799053386232338,0.039791694485245,0.0354173707333559,0.0620311598384305,0.0809217577706324,0.0457465446758809,0.0367362722351121,0.0512260428410372,0.129554655870445,0.0564434553914627,0.0370045834456727,0.0395662119800051,0.0405706642888988,0.0312968299711816,0.0395365168539326,0.0327016306743059,0.031811105345096,0.0461028901116513,0.0494052489143433,0.0376597175521184,0.0410478306630803,0.0477708819677732,0.0415443813995956,0.052398695854681,0.0381805577774223,0.0389022261021388,0.0478122464265651,0.0792452830188679,0.0490628986360514,0.0374917986690411,0.0462465046246505,0.0348475016223232,0.0443966249504502,0.0409104215456674,0.0425166416147735,0.0465470033465166,0.0208975346687211,0.0460615971654402,0.0531589881461567,0.0370874447090847,0.0409147095179234,0.0442717744850018,0.0422469514226694
"cg06763443",0.291950886766712,0.298424467099166,0.345280764635603,0.432681242807825,0.24188790560472,0.281645569620253,0.464491362763916,0.525469168900804,0.23542600896861,0.30064829821718,0.564102564102564,0.515841584158416,0.366107114308553,0.369068541300527,0.67189384800965,0.335775335775336,0.646474677259186,0.461325966850829,0.255514705882353,0.277574872169467,0.502124044180119,0.429924242424242,0.4921875,0.536334913112164,0.379760609357998,0.371203599550056,0.233774834437086,0.455740578439965,0.352045670789724,0.519018404907975,0.323330106485963,0.518877057115198,0.251798561151079,0.53713298791019,0.328847771236333,0.343071161048689,0.16530156366344,0.389396709323583,0.396636993076162,0.565091610414658,0.424450549450549,0.618773946360153,0.232980332829047,0.572815533980582,0.162020905923345,0.206119162640902,0.655013799448022,0.52108843537415,0.413178984861977,0.641083521444695,0.476056338028169,0.504672897196262,0.362892223738063,0.411296738265712,0.598501070663812,0.232994526974199,0.460382513661202,0.317808219178082,0.437229437229437,0.131306150656531,0.239230769230769,0.377358490566038,0.255861365953109,0.23996723996724,0.277828886844526,0.401352181929932,0.649946062567422,0.33005299015897,0.624510352546167,0.731371321227301,0.52962515114873,0.307063197026022,0.292648108493933,0.428969359331476,0.180440771349862,0.647345942647956,0.58351409978308,0.302201070791196,0.490268767377201,0.495756718528996,0.519951632406288,0.264652014652015,0.18205574912892,0.193832599118943,0.608469539375929,0.443157132512672,0.175121951219512,0.311736590546999,0.525029103608847,0.658623136976579,0.398484848484848,0.247509578544061,0.557364341085271,0.561117578579744,0.717329545454545,0.549193548387097
"cg11564488",0.219298245614035,0.261702127659574,0.486910994764398,0.377245508982036,0.851724137931035,0.387149917627677,0.545936395759717,0.419934640522876,0.398148148148148,0.423841059602649,0.25187969924812,0.472275334608031,0.446153846153846,0.456913827655311,0.515555555555556,0.376068376068376,0.560185185185185,0.456445993031359,0.35408560311284,0.359934853420195,0.363300492610837,0.483162518301611,0.410348977135981,0.244845360824742,0.330188679245283,0.282913165266106,0.556149732620321,0.41726618705036,0.444078947368421,0.329723225030084,0.4125,0.517184942716858,0.317460317460317,0.365942028985507,0.3015625,0.294915254237288,0.332167832167832,0.464065708418891,0.370165745856354,0.389280677009873,0.271186440677966,0.454838709677419,0.7,0.44478527607362,0.376199616122841,0.370860927152318,0.539007092198582,0.50071530758226,0.525581395348837,0.311711711711712,0.653374233128834,0.271493212669683,0.642611683848797,0.440233236151603,0.429597701149425,0.47085201793722,0.459459459459459,0.387323943661972,0.446088794926004,0.279437609841828,0.400656814449918,0.293233082706767,0.385642737896494,0.38562874251497,0.328947368421053,0.61491935483871,0.439628482972136,0.627906976744186,0.45974025974026,0.523809523809524,0.4366391184573,0.32814371257485,0.410569105691057,0.421940928270042,0.385150812064965,0.455357142857143,0.463366336633663,0.50319829424307,0.437869822485207,0.383040935672515,0.377777777777778,0.319277108433735,0.41527446300716,0.408114558472554,0.404040404040404,0.655526992287918,0.562169312169312,0.505747126436782,0.378172588832487,0.101133391455972,0.377840909090909,0.448445171849427,0.49317738791423,0.371764705882353,0.40041067761807,0.339385474860335
"cg13541444",0.830738177623991,0.756151256151256,0.718016008397848,0.65368256100291,0.761353245961597,0.797919037554869,0.675967261904762,0.546529145903349,0.70428323059902,0.74160125588697,0.709677419354839,0.800882317872899,0.807860900058445,0.805164319248826,0.647026672496721,0.826814688300598,0.7766041305376,0.613952195664258,0.775696558183095,0.742853889078693,0.79112462006079,0.823163997791276,0.713207547169811,0.822626322849903,0.738054474708171,0.674770899569852,0.763821944995747,0.784333168071393,0.821520546411376,0.793810765947356,0.806094512558029,0.843108018555335,0.62348845731037,0.811752988047809,0.785240274599542,0.338947785593976,0.782559339525284,0.714512112293412,0.789298586082617,0.810188542422045,0.497017892644135,0.705035971223022,0.737802291047942,0.641036017806556,0.786259541984733,0.767671712748655,0.586174538629966,0.657974355280219,0.727335720060053,0.729039634146341,0.805392731535756,0.756809655847333,0.75688877755511,0.741949092954577,0.820638820638821,0.573884464669448,0.687356651376147,0.468370607028754,0.796342586501776,0.345672408259335,0.72110251661401,0.648253068932956,0.769448066058236,0.812091930007835,0.563988095238095,0.554276131917272,0.76865213386552,0.768759394149613,0.85190670122177,0.797226123595506,0.829898403483309,0.677770740975301,0.741989693031593,0.782542612094235,0.737699628972415,0.721164754821631,0.769627915257255,0.676504261544333,0.841012970969734,0.796403643676801,0.630943202261629,0.765319642265651,0.717687074829932,0.72821034282394,0.821525724423418,0.593804998240056,0.837209302325581,0.804300405110626,0.754592557701366,0.670300418303968,0.721102150537634,0.742572978558512,0.797202797202797,0.495471014492754,0.788588149231895,0.824644549763033
"cg25541908",0.449612403100775,0.273366834170854,0.267349260523322,0.346869712351946,0.296833773087071,0.437869822485207,0.235416666666667,0.433734939759036,0.276661514683153,0.286919831223629,0.255372945638432,0.515923566878981,0.515970515970516,0.42,0.437282229965157,0.5,0.33695652173913,0.356390977443609,0.38964241676942,0.446601941747573,0.362252663622527,0.511857707509881,0.37883008356546,0.348909657320872,0.389972144846797,0.283018867924528,0.165391969407266,0.294805194805195,0.307692307692308,0.360884749708964,0.265861027190332,0.466666666666667,0.220209723546234,0.275632490013316,0.291201982651797,0.3952,0.334677419354839,0.265217391304348,0.3950233281493,0.503787878787879,0.401185770750988,0.186792452830189,0.295560747663551,0.496428571428571,0.490620490620491,0.40460947503201,0.482479784366577,0.437768240343348,0.288059701492537,0.195918367346939,0.335006273525721,0.330543933054393,0.38944365192582,0.293121693121693,0.534979423868313,0.399581589958159,0.336980306345733,0.253776435045317,0.327790973871734,0.297509829619921,0.503333333333333,0.417142857142857,0.461538461538462,0.336973478939158,0.247739602169982,0.31811697574893,0.205298013245033,0.347826086956522,0.552197802197802,0.262626262626263,0.363492063492063,0.507843137254902,0.156956004756243,0.289293849658314,0.411971830985915,0.537593984962406,0.241379310344828,0.5,0.4858934169279,0.437137330754352,0.244411326378539,0.301237964236589,0.365702479338843,0.455861070911722,0.293696275071633,0.504249291784703,0.506108202443281,0.493174061433447,0.224283305227656,0.20910209102091,0.360341151385927,0.44060475161987,0.415300546448087,0.444866920152091,0.461065573770492,0.526539278131635
"cg01065780",0.0461236506378803,0.0469363372589179,0.0503192848020434,0.0581712726032071,0.0421406411582213,0.0580474934036939,0.0410101605065528,0.216999456141714,0.0584014683797764,0.0536451169188446,0.0553766902768835,0.0568968744151226,0.0534958084867341,0.0399636693914623,0.0423654786862334,0.053060501373018,0.0446480343268004,0.0704659222179438,0.0586108181407262,0.0526498094908209,0.0432250993286752,0.0403525046382189,0.0466732869910626,0.0566134403552216,0.0683414945710028,0.0653123634775011,0.0483522076600076,0.0594519275429633,0.0557620817843866,0.0422546012269939,0.0619300394718933,0.0476062399139322,0.0859656137544982,0.0930356193514088,0.0422691879866518,0.0455953016550988,0.0568862275449102,0.038160469667319,0.0384322678843227,0.0661676370021255,0.0777070063694267,0.0995616781465247,0.0481104651162791,0.0466979288784682,0.0576308338661065,0.0408373875866136,0.0515075376884422,0.0614451271680796,0.0487619047619048,0.104757440824936,0.0866456963111238,0.0424448217317487,0.0786701777485188,0.0589966555183946,0.0564157086849625,0.0407583611446425,0.0489762036524626,0.164179104477612,0.0680795642907885,0.0499769691386458,0.0539253210853109,0.149313962873285,0.0769846030793841,0.0364420645545144,0.0522401275013281,0.0434734018775145,0.0312236286919831,0.0469383684595439,0.0495785440613027,0.0385338345864662,0.0604356435643564,0.049306625577812,0.0981484515811896,0.0567318757192175,0.0486835568802782,0.0555517074184387,0.0342312554701935,0.041675664003455,0.0891811903978954,0.0511736278909216,0.0609691160809372,0.0553615960099751,0.0421957413557335,0.0314999689960935,0.0367392807745505,0.0506413459936698,0.0454014354865632,0.0594543870232589,0.0570701018573996,0.0510527507357935,0.0759444872783346,0.0472141573344394,0.0356194238234693,0.0753698051185724,0.0449607400236635,0.0539710053577056
"cg26256192",0.642645872546383,0.69573341638119,0.582415420928403,0.432859048465985,0.404402772115777,0.408936170212766,0.632176234979973,0.797674418604651,0.416636130450715,0.567262925753492,0.553768299295138,0.689035350509287,0.472666271955792,0.580928481806775,0.717032468710321,0.425063838145747,0.616699355561782,0.580327868852459,0.530212562694053,0.669802619442907,0.648528890464374,0.651578320428827,0.627396787009846,0.694710794927312,0.52480752780154,0.555320275277925,0.600169061707523,0.58659217877095,0.606262626262626,0.699155011655012,0.69008078994614,0.551325628823929,0.660984848484849,0.661434977578475,0.554297382587711,0.611267111267111,0.294815891472868,0.13846903949293,0.718885448916409,0.245770258236866,0.654783393501805,0.481933256616801,0.402277039848197,0.529659899815449,0.327545040156284,0.609737542791936,0.617575659491827,0.307621389059619,0.498571742474182,0.585178236397749,0.474152856789513,0.614677419354839,0.519301097114994,0.666431966203133,0.514367442465219,0.176949252848054,0.593498273878021,0.222168905950096,0.771813515825492,0.364135407136322,0.421782955884278,0.356935577481138,0.583201823601613,0.308601712189156,0.683286908077994,0.790040768782761,0.580808935522085,0.469102885821832,0.706972928630025,0.629935875801553,0.533690258553147,0.623958475618085,0.606224198158145,0.187054462503564,0.422410807066159,0.421006178287732,0.525481868670369,0.583626389084259,0.638654171147642,0.201655379984951,0.558019499139744,0.662597402597403,0.476483689244072,0.184369031878948,0.708339709257842,0.579945799457995,0.512841530054645,0.545051194539249,0.616034774209128,0.535327963176064,0.427445652173913,0.373068969711714,0.677189988623436,0.622544519919222,0.181876298545629,0.305626897034789
"cg17217873",0.0342269431799022,0.0330192756504452,0.0364446775039329,0.0314107475101237,0.0387945816186557,0.0273282255090753,0.0424879235569973,0.0303350820781858,0.0581237979913099,0.0325545438928019,0.0373004857737682,0.0350244477580886,0.0332225913621262,0.0372878686459031,0.0388742730545555,0.0319811118265722,0.0545948119847175,0.0438671209540034,0.037609218690642,0.0316380520462153,0.0337471783295711,0.0305143251639627,0.0362956093505165,0.0387347640768713,0.035013657809784,0.0603353706315625,0.0319575287565711,0.0695451109431277,0.0692067402877381,0.040427314620863,0.0326682134570766,0.0402458533299655,0.0503432494279176,0.0227470478558111,0.0272594376128644,0.0293063058756036,0.0360511980158554,0.0342382719224128,0.0314379442318207,0.0315351226858003,0.0523644135720011,0.0521025641025641,0.039618406285073,0.0316173895642603,0.0342665173572228,0.0378487417943107,0.0441130978159995,0.0406525116519938,0.0342812442481134,0.0409219515561383,0.0460842521911224,0.0431693497616692,0.0384652370420233,0.040905988739123,0.0430168430466537,0.0408060135177816,0.0424978317432784,0.0249428789032749,0.0354986583184258,0.0371916835263226,0.0455534149524579,0.0730478589420655,0.0358057214945642,0.0356733076040471,0.0348818517923163,0.0327486080344848,0.0334401371903064,0.0381038103810381,0.0420988407565589,0.0465599946328536,0.0466838590226807,0.0439407656492499,0.0388936236150926,0.0297968862769358,0.0318092817148157,0.0378312193896773,0.0417069305399869,0.0716950959488273,0.0493414892952999,0.0424554565701559,0.029580650774317,0.0366492146596859,0.0359336707088068,0.0369632653061224,0.0431484794275492,0.0346109088178986,0.0454474768680507,0.0372713822520225,0.0330073349633252,0.0335398965054622,0.0384797724399494,0.0476650563607085,0.0428492273594779,0.0348809004026585,0.0470009421124254,0.0427635844896901
